id,statement,statement_clean,label,label_3class,label_encoded,speaker,party,subject,credibility_score,lie_rate,history_total,is_politician
7032.json,Says she voted against the Medicare Part D prescription drug program because it was unfunded.,voted against medicare part prescription drug program because unfunded,false,fake,0,tammy-baldwin,democrat,"candidates-biography,health-care,medicare",0.5238,0.2381,21.0,1
251.json,"I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA.",just talked about guns told what position what governor fact received endorsement nra,false,fake,0,mitt-romney,republican,guns,0.517,0.2898,176.0,1
6090.json,U.S. Sen. Bill Nelson was the deciding vote for the health care law.,sen bill nelson deciding vote health care law,barely-true,nuanced,1,60-plus-association,none,"candidates-biography,health-care,message-machine-2012,voting-record",0.0,0.3333,3.0,0
13393.json,"Says Morgan Carroll opposed requiring convicted sex offenders to register their online profiles, making it harder to track online sex offenders and child predators.",morgan carroll opposed requiring convicted sex offenders register online profiles making harder track online sex offenders child predators,barely-true,nuanced,1,national-republican-congressional-committee,republican,"corrections-and-updates,criminal-justice",0.2708,0.3542,48.0,1
6815.json,"Says Adam Hasner said he will never accept a pay increase, but he voted to raise his pay four times.",adam hasner never accept pay increase voted raise pay four times,barely-true,nuanced,1,lois-frankel,democrat,candidates-biography,0.0,0.3333,3.0,1
11197.json,One of the reasons that Social Security is in so much trouble is that the only funding stream comes from people who get a wage. The people who get wages is declining dramatically.,one reasons social security much trouble only funding stream comes people who get wage people who get wages declining dramatically,barely-true,nuanced,1,mike-huckabee,republican,"federal-budget,jobs,social-security",0.3636,0.2727,33.0,1
12209.json,"For the votes that we got, I think we spent, on average, two bucks a pop. Compared to 42 bucks for incumbent Milwaukee County Executive Chris Abele.",votes got think spent average two bucks pop compared bucks incumbent milwaukee county executive chris abele,false,fake,0,chris-larson,democrat,campaign-finance,0.0769,0.4615,13.0,1
13529.json,"More than two months ago President Barack Obama signed a bill for more than $1 billion in Zika funding, but the federal government has still only committed $7 million to help Florida.",more than two months ago president barack obama signed bill more than billion zika funding federal government still only committed million help florida,half-true,nuanced,1,rick-scott,republican,"federal-budget,public-health",0.5538,0.2308,130.0,1
2235.json,"Unemployment for those with college educations is now 4.5 percent. Unemployment for those with more than a college education, below 4 percent.",unemployment those college educations now percent unemployment those more than college education below percent,mostly-true,real,2,laura-tyson,democrat,"economy,education,abc-news-week",1.0,0.0,2.0,1
9839.json,In the latest jobs numbers Wisconsin ranked third in the Midwest.,latest jobs numbers wisconsin ranked third midwest,mostly-true,real,2,scott-walker,republican,"jobs,message-machine-2014",0.48,0.3467,150.0,1
2077.json,The first professional baseball team was from an Ohio city.,first professional baseball team ohio city,true,real,2,yvette-mcgee-brown,democrat,baseball,0.0,0.0,0.0,1
20.json,I'm for a three-state political solution in Iraq. (Romney) is not.,i'm three state political solution iraq romney not,true,real,2,sam-brownback,republican,iraq,0.0,0.5,2.0,1
8209.json,"Says that unlike Texas, Missouri has a perfect AAA credit rating.",unlike texas missouri perfect aaa credit rating,true,real,2,jay-nixon,democrat,"economy,state-budget,state-finances,states",0.3333,0.0,3.0,1
1780.json,"The president can ""authorize the killing of a U.S. citizen who fights for a foreign terrorist organization.""",president authorize killing citizen who fights foreign terrorist organization,mostly-true,real,2,joe-lieberman,independent,"afghanistan,human-rights,legal-issues,military,terrorism,abc-news-week",0.5,0.25,4.0,0
9805.json,More whites than blacks are victims of deadly police shootings.,more whites than blacks victims deadly police shootings,half-true,nuanced,1,michael-medved,none,"civil-rights,crime,criminal-justice",1.0,0.0,1.0,0
2249.json,Some Republican leaders in Congress are pushing to make privatizing Social Security a key part of their legislative agenda if they win a majority in Congress this fall.,some republican leaders congress pushing make privatizing social security key part legislative agenda win majority congress fall,barely-true,nuanced,1,barack-obama,democrat,social-security,0.6829,0.1691,473.0,1
7328.json,40 percent of U.S. gun sales are occurring outside of licensed gun dealers.,percent gun sales occurring outside licensed gun dealers,half-true,nuanced,1,tom-barrett,democrat,"criminal-justice,government-regulation,guns,public-health",0.5652,0.3478,23.0,1
9591.json,"The 2011 Rebuild America Jobs Act would have cost the average American family $1,000 a year while making no significant impact to fix our infrastructure and roads.",rebuild america jobs act cost average american family year while making significant impact fix infrastructure roads,false,fake,0,monica-wehby,republican,"economy,jobs",0.0,1.0,3.0,1
2339.json,Proposed tax changes are a handout to BP.,proposed tax changes handout,half-true,nuanced,1,national-taxpayers-union,none,"cap-and-trade,climate-change,corporations,energy,environment,foreign-policy,message-machine,oil-spill",0.5,0.5,2.0,0
8566.json,"Medicare Part D was far more expensive than the Affordable Care Act and unlike the act, was never budgeted.",medicare part far more expensive than affordable care act unlike act never budgeted,mostly-true,real,2,facebook-posts,none,"congress,federal-budget,health-care",0.2766,0.5745,94.0,0
2948.json,Rhode Island spends less than 10 percent of what the average state spends promoting tourism.,rhode island spends less than percent what average state spends promoting tourism,mostly-true,real,2,mark-brodeur,state-official,"economy,state-budget,states,taxes",1.0,0.0,1.0,0
8298.json,"More than 400 car crashes occur each year on the current, congested Columbia River Bridge.",more than car crashes occur each year current congested columbia river bridge,false,fake,0,dennis-richardson,republican,"infrastructure,transportation",0.4286,0.5714,7.0,1
10694.json,Says President Ronald Reagan had a month of job creation of 1 million.,president ronald reagan month job creation million,pants-fire,fake,0,george-will,columnist,jobs,0.3636,0.3182,22.0,0
11354.json,"Weve had examples like in Yuma County, where weve been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish.",weve examples like yuma county where weve able stop percent illegal immigration flow those programs abolish,barely-true,nuanced,1,ben-carson,republican,immigration,0.1786,0.5714,28.0,1
9497.json,For the cost of the Iraq War we couldve ended world hunger for 30 years.,cost iraq war couldve ended world hunger years,half-true,nuanced,1,facebook-posts,none,"hunger,iraq",0.2766,0.5745,94.0,0
8767.json,"If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes under the state income-tax cut, but it didnt show up in your paycheck.",make average amount people wisconsin got less week taxes under state income tax cut didnt show paycheck,mostly-true,real,2,kathleen-vinehout,democrat,"state-budget,taxes",0.5,0.25,4.0,1
3398.json,"Says its a statistical reality that most single moms are very poor, under-educated, cant get a job, and if it werent for government assistance, their kids would be starving to death.",statistical reality most single moms very poor under educated cant get job werent government assistance kids starving death,barely-true,nuanced,1,mike-huckabee,republican,"children,economy,education,families,health-care,hunger,income,jobs,labor,marriage,poverty,women,workers",0.3636,0.2727,33.0,1
44.json,"Bill Richardson passed the first law in the nation giving National Guard soldiers $400,000 in life insurance.",bill richardson passed first law nation giving national guard soldiers life insurance,mostly-true,real,2,bill-richardson,democrat,military,0.7333,0.2,15.0,1
11763.json,"Boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline is completely dominated by the cranes.",boston just minutes away offering subsidies developers who charge higher rent than get providence while construction costs more less equal result boston skyline completely dominated cranes,true,real,2,david-sweetser,none,"state-budget,taxes",0.0,0.0,0.0,0
